ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	SPOT_ID
17083845	0.536625	4.61e-02	2.09625606	-3.96613	1.54e-01		ENST00000517151
16844598	0.536782	4.61e-02	-2.09594764	-3.96665	-2.73e-01		ENST00000440582
17117583	0.536782	4.61e-02	-2.09590801	-3.96672	-2.48e-01		ENST00000546566
16794084	0.536878	4.61e-02	-2.09571752	-3.96705	-1.51e-01	NM_015346	
16965019	0.536919	4.61e-02	-2.09551947	-3.96738	-3.28e-01		ENST00000506619
17002820	0.536919	4.61e-02	-2.0953893	-3.96761	-2.34e-01		ENST00000311601
16950064	0.536919	4.61e-02	-2.09536859	-3.96764	-2.02e-01	NR_038289	
17057714	0.537325	4.62e-02	2.09490201	-3.96844	2.54e-01		TCONS_00013169-XLOC_006440
16938656	0.537369	4.62e-02	-2.09475888	-3.96868	-3.84e-01		ENST00000334983
16823825	0.537437	4.62e-02	-2.09452269	-3.96908	-2.45e-01	NM_001424	
16695321	0.537437	4.62e-02	2.09448983	-3.96914	1.47e-01	NM_002857	
16685583	0.537485	4.62e-02	2.09434377	-3.96939	1.59e-01	NR_038928	
16774221	0.53767	4.63e-02	2.09407398	-3.96985	1.99e-01		TCONS_00022157-XLOC_010355
16749939	0.53778	4.63e-02	-2.0938151	-3.97029	-2.27e-01	NM_198578	
16856232	0.53778	4.63e-02	-2.09376806	-3.97037	-2.21e-01	NM_005860	
16660468	0.538016	4.63e-02	2.09345279	-3.9709	3.12e-01	NM_007352	
16909413	0.538016	4.63e-02	-2.09335007	-3.97108	-2.60e-01	NM_080424	
16695117	0.538018	4.64e-02	2.09320338	-3.97133	1.97e-01	NM_001005185	
16769622	0.538018	4.64e-02	-2.09311118	-3.97149	-2.09e-01		ENST00000008527
16966386	0.538018	4.64e-02	2.09303678	-3.97161	2.54e-01		TCONS_00008057-XLOC_003522
16980220	0.538066	4.64e-02	-2.09289046	-3.97186	-4.75e-01		TCONS_00008601-XLOC_004105
16656787	0.538132	4.64e-02	-2.09272498	-3.97214	-8.53e-01		--normgene->intron
16708192	0.538132	4.64e-02	2.09259068	-3.97237	2.84e-01	NM_000392	
17093042	0.538132	4.64e-02	-2.0925198	-3.97249	-2.01e-01	NM_001256054	
16708728	0.538486	4.65e-02	-2.09210058	-3.97321	-1.79e-01	NM_178858	
16846948	0.538809	4.65e-02	-2.09170877	-3.97387	-1.94e-01		ENST00000458997
16653757	0.539066	4.65e-02	-2.09137611	-3.97444	-3.81e-01		--normgene->intron
17051186	0.539125	4.66e-02	-2.091126	-3.97487	-2.04e-01		TCONS_00013585-XLOC_006240
17021901	0.539125	4.66e-02	2.09111623	-3.97488	1.97e-01	NM_032511	
16991641	0.539403	4.66e-02	-2.0906187	-3.97573	-1.70e-01		TCONS_00010149-XLOC_004616
17120526	0.539403	4.66e-02	2.09060843	-3.97575	1.33e-01		--rescue
17066434	0.539403	4.66e-02	-2.09055305	-3.97584	-2.46e-01		ENST00000459495
17070816	0.539403	4.66e-02	2.0904545	-3.97601	1.91e-01		ENST00000523197
17080387	0.539479	4.66e-02	-2.09028354	-3.9763	-1.20e-01		ENST00000276682
16677925	0.539482	4.67e-02	-2.08988515	-3.97698	-1.77e-01		ENST00000420350
16725184	0.539482	4.67e-02	-2.08979579	-3.97713	-3.20e-01		ENST00000355131
16774908	0.539482	4.67e-02	-2.08973602	-3.97723	-1.89e-01	NR_002183	
16870478	0.539482	4.67e-02	2.08962916	-3.97741	2.82e-01	NM_001492	
16742306	0.539482	4.67e-02	2.08962884	-3.97741	1.78e-01		ENST00000532553
16832499	0.539482	4.67e-02	2.08955089	-3.97755	1.68e-01		ENST00000226247
16653581	0.539482	4.67e-02	2.08952295	-3.97759	5.58e-01		--normgene->intron
17069467	0.539482	4.67e-02	2.08945268	-3.97771	1.73e-01	NM_152414	
16710694	0.539504	4.67e-02	-2.0893292	-3.97792	-3.31e-01		ENST00000298622
16856315	0.539635	4.68e-02	2.0891095	-3.9783	2.65e-01	NM_005224	
16717816	0.539693	4.68e-02	2.08888753	-3.97867	3.21e-01	NM_014591	
17038750	0.539693	4.68e-02	-2.0888514	-3.97874	-1.43e-01		ENST00000383210
16917529	0.53975	4.68e-02	-2.08861675	-3.97913	-3.70e-01	NR_003045	
17123392	0.53975	4.68e-02	2.08859413	-3.97917	2.16e-01		--rescue
16710120	0.539782	4.68e-02	-2.08846114	-3.9794	-2.12e-01	NR_037506	
16663199	0.539782	4.68e-02	2.08835918	-3.97957	3.15e-01		ENST00000372591
16858710	0.53999	4.69e-02	-2.08807064	-3.98006	-3.03e-01	NM_002229	
16906640	0.540614	4.69e-02	2.08741223	-3.98118	2.58e-01		TCONS_00004539-XLOC_002442
16856887	0.540803	4.69e-02	2.08708073	-3.98175	2.92e-01	NM_002067	
16705956	0.540803	4.70e-02	-2.08702348	-3.98184	-1.88e-01	XR_110412	
16869960	0.540803	4.70e-02	2.08690406	-3.98205	2.06e-01	NM_021187	
16801704	0.540803	4.70e-02	2.0868318	-3.98217	3.33e-01	AB621808	
16893928	0.540835	4.70e-02	2.08667754	-3.98243	2.57e-01		TCONS_00003151-XLOC_001944
16777794	0.540835	4.70e-02	2.08655364	-3.98264	1.46e-01	NM_007106	
17120842	0.540835	4.70e-02	-2.08647655	-3.98277	-2.22e-01		--rescue
16655547	0.540835	4.70e-02	-2.0863905	-3.98292	-5.58e-01		--normgene->intron
16847757	0.540925	4.70e-02	-2.08620757	-3.98323	-2.48e-01	AK094767	
16759262	0.541668	4.71e-02	2.08523963	-3.98487	4.12e-01		ENST00000537998
16997793	0.541668	4.71e-02	-2.08511335	-3.98509	-3.04e-01	NR_003139	
16804333	0.541668	4.72e-02	-2.08498695	-3.9853	-1.65e-01	NM_006738	
17120352	0.541668	4.72e-02	-2.0848351	-3.98556	-2.45e-01		--rescue
17050000	0.541668	4.72e-02	2.0847716	-3.98567	4.56e-01		ENST00000516102
16685651	0.541668	4.72e-02	2.08473055	-3.98574	3.38e-01	NR_003929	
16986095	0.541668	4.72e-02	2.08471941	-3.98576	2.27e-01		TCONS_00009997-XLOC_004425
16901255	0.541668	4.72e-02	2.08461067	-3.98594	2.99e-01		ENST00000258436
16968583	0.541668	4.72e-02	-2.08452445	-3.98609	-1.79e-01	NM_001166693	
17042487	0.541668	4.72e-02	-2.08448512	-3.98615	-2.41e-01		ENST00000440894
16805492	0.541668	4.72e-02	2.08441503	-3.98627	1.91e-01		ENST00000557499
17071969	0.541957	4.72e-02	-2.08405615	-3.98688	-2.86e-01	AK093952	
16859655	0.542126	4.73e-02	-2.08371664	-3.98746	-2.80e-01	NR_000012	
16833243	0.542126	4.73e-02	2.08369993	-3.98749	1.57e-01		TCONS_00025168-XLOC_012176
16679565	0.542214	4.73e-02	-2.08351337	-3.9878	-1.73e-01		ENST00000364888
17043965	0.542214	4.73e-02	2.08338608	-3.98802	1.57e-01		TCONS_l2_00027065-XLOC_l2_013301
17095414	0.542214	4.73e-02	-2.08327755	-3.9882	-4.16e-01		chr9(-):88400637-88408395
16792303	0.542214	4.73e-02	-2.0832112	-3.98832	-1.83e-01		TCONS_00022725-XLOC_011005
16958864	0.542418	4.74e-02	-2.08281859	-3.98898	-1.43e-01	NM_002950	
16753047	0.542418	4.74e-02	2.08272327	-3.98915	3.05e-01		ENST00000548198
16772071	0.542418	4.74e-02	2.08272214	-3.98915	2.78e-01		TCONS_00020966-XLOC_010235
16933500	0.542503	4.74e-02	-2.08254389	-3.98945	-2.54e-01		ENST00000364339
17095518	0.542666	4.74e-02	2.08229633	-3.98987	2.01e-01	NR_040117	
17070875	0.542682	4.74e-02	2.08217958	-3.99007	2.70e-01		ENST00000523945
17095043	0.542776	4.75e-02	2.08194644	-3.99046	1.99e-01	NM_018339	
16658479	0.542776	4.75e-02	2.08187132	-3.99059	2.37e-01	NM_015215	
16655667	0.542776	4.75e-02	2.08178828	-3.99073	6.12e-01		--normgene->intron
16921134	0.54283	4.75e-02	-2.08154125	-3.99115	-1.50e-01	NM_033081	
16753641	0.54283	4.75e-02	-2.08124129	-3.99166	-1.76e-01		ENST00000403681
16902011	0.54283	4.75e-02	2.08115867	-3.9918	2.89e-01		ENST00000438409
16754532	0.54283	4.75e-02	2.0811268	-3.99185	1.61e-01		ENST00000546563
17112439	0.54283	4.75e-02	2.08110715	-3.99189	2.10e-01	NM_014496	
16800750	0.54283	4.75e-02	2.0810681	-3.99195	1.52e-01		ENST00000561254
16882057	0.54283	4.76e-02	2.08078533	-3.99243	1.85e-01		TCONS_l2_00015394-XLOC_l2_007405
16900454	0.54283	4.76e-02	2.08064571	-3.99267	5.06e-01		--normgene->exon
16654089	0.54283	4.76e-02	2.08039484	-3.9931	4.30e-01		--normgene->intron
16867219	0.54283	4.76e-02	-2.08037515	-3.99313	-1.96e-01		--normgene->exon
17057369	0.54283	4.76e-02	-2.08008505	-3.99362	-1.75e-01		ENST00000446531
16987778	0.54283	4.77e-02	2.07987313	-3.99398	2.21e-01		ENST00000365040
17029175	0.54283	4.77e-02	-2.07982841	-3.99406	-1.56e-01		ENST00000550556
17031960	0.54283	4.77e-02	-2.07982841	-3.99406	-1.56e-01		ENST00000550556
17034430	0.54283	4.77e-02	-2.07982841	-3.99406	-1.56e-01		ENST00000550556
17036678	0.54283	4.77e-02	-2.07982841	-3.99406	-1.56e-01		ENST00000550556
16735140	0.54283	4.77e-02	-2.0797596	-3.99417	-5.12e-01		--normgene->exon
16875979	0.54283	4.77e-02	-2.07970466	-3.99427	-3.10e-01	NM_017879	
16911411	0.54283	4.77e-02	2.07968835	-3.99429	2.04e-01		TCONS_00027900-XLOC_013458
16951863	0.54283	4.77e-02	2.07953282	-3.99456	8.83e-01		ENST00000282538
16733435	0.54283	4.77e-02	-2.07951431	-3.99459	-1.63e-01	NM_001642	
16927739	0.54283	4.77e-02	2.07948876	-3.99463	1.29e-01	BC030984	
16659904	0.542887	4.77e-02	2.07933633	-3.99489	3.03e-01	AK097742	
16790943	0.543017	4.77e-02	-2.07911824	-3.99526	-2.00e-01		ENST00000308724
16860545	0.543032	4.77e-02	2.07900308	-3.99545	2.33e-01	NM_001105570	
16810884	0.543092	4.78e-02	-2.07879169	-3.99581	-5.66e-01		ENST00000459325
16850595	0.543092	4.78e-02	-2.07866469	-3.99603	-3.01e-01	NM_032048	
16870594	0.543092	4.78e-02	2.07864329	-3.99606	2.91e-01	NM_023002	
17050765	0.543326	4.78e-02	-2.0783145	-3.99662	-2.95e-01	NM_012281	
16730155	0.543326	4.78e-02	2.07813045	-3.99693	2.43e-01		ENST00000384184
17118810	0.543326	4.78e-02	2.07813045	-3.99693	2.43e-01		--rescue
16925398	0.543558	4.79e-02	-2.07777217	-3.99754	-1.19	NR_026812	
17121302	0.543558	4.79e-02	2.07764592	-3.99775	1.76e-01		--rescue
16756865	0.543558	4.79e-02	2.07753914	-3.99794	2.34e-01	NM_033121	
16779278	0.543558	4.79e-02	-2.07750816	-3.99799	-2.78e-01		ENST00000384193
16972446	0.543558	4.79e-02	-2.07741499	-3.99815	-1.48e-01	NR_003679	
16798069	0.543568	4.79e-02	-2.07730397	-3.99833	-2.58e-01		ENST00000551312
17016820	0.543662	4.79e-02	-2.07697408	-3.99889	-2.36e-01	NM_006778	
17106791	0.543662	4.79e-02	2.07696005	-3.99892	2.59e-01		ENST00000459499
17125650	0.543662	4.80e-02	2.07691555	-3.99899	1.60e-01		--rescue
16667662	0.543959	4.80e-02	-2.07655025	-3.99961	-2.19e-01	NM_003672	
16855501	0.544033	4.80e-02	2.07638297	-3.99989	3.26e-01		--normgene->exon
17099031	0.544466	4.81e-02	2.07589785	-4.00072	1.63e-01		ENST00000408065
16652829	0.544637	4.81e-02	-2.07564502	-4.00114	-5.51e-01		--normgene->intron
16837729	0.545133	4.82e-02	-2.07484046	-4.00251	-1.56e-01	NM_024844	
17127633	0.545133	4.82e-02	2.07483992	-4.00251	1.94e-01		--control->affx->polya_spike
17120002	0.545133	4.82e-02	-2.07474314	-4.00267	-2.61e-01		--rescue
17125630	0.545133	4.82e-02	2.07473193	-4.00269	1.30e-01		--rescue
16866287	0.545133	4.82e-02	2.07468998	-4.00276	1.65e-01		--normgene->exon
17014798	0.545133	4.82e-02	2.07459609	-4.00292	3.09e-01	NM_022138	
16656301	0.545144	4.82e-02	-2.07448497	-4.00311	-4.04e-01		--normgene->intron
16671823	0.545435	4.82e-02	-2.07412646	-4.00371	-1.55e-01		ENST00000368336
16656193	0.545566	4.83e-02	-2.07377326	-4.00431	-6.12e-01		--normgene->intron
16739165	0.545566	4.83e-02	-2.07373378	-4.00438	-3.24e-01	NM_021727	
16953811	0.545566	4.83e-02	2.07367416	-4.00448	5.96e-01	NR_029690	
16922747	0.545566	4.83e-02	2.07351431	-4.00475	1.58e-01		ENST00000472602
16776317	0.545566	4.83e-02	2.07322206	-4.00524	2.35e-01	NR_034119	
17091161	0.545566	4.83e-02	2.07308634	-4.00547	3.64e-01	NM_020822	
16976211	0.545566	4.84e-02	2.07280749	-4.00595	1.78e-01		ENST00000295666
16731279	0.545566	4.84e-02	-2.07269584	-4.00613	-2.22e-01		TCONS_00019475-XLOC_009279
16814823	0.545566	4.84e-02	2.07264473	-4.00622	2.27e-01	NR_036138	
16996827	0.545566	4.84e-02	-2.07255449	-4.00637	-5.56e-01		ENST00000411007
17077267	0.545566	4.84e-02	2.07246792	-4.00652	2.79e-01		ENST00000516026
16795347	0.545566	4.84e-02	2.07241335	-4.00661	3.74e-01		ENST00000557775
17123828	0.545566	4.84e-02	2.07237732	-4.00667	2.70e-01		--rescue
16854016	0.545566	4.84e-02	2.07198214	-4.00734	2.69e-01		ENST00000409402
16650123	0.545566	4.84e-02	-2.07196951	-4.00736	-6.39e-01		--normgene->intron
16922577	0.545566	4.85e-02	2.07170558	-4.00781	2.40e-01		ENST00000546482
16839261	0.545566	4.85e-02	-2.07163867	-4.00792	-1.89e-01	NM_016080	
16814121	0.545566	4.85e-02	-2.07163751	-4.00792	-6.02e-01	NM_000517	
16966940	0.545566	4.85e-02	2.07158974	-4.008	1.74e-01		ENST00000381295
16719932	0.545566	4.85e-02	2.07152466	-4.00811	2.39e-01	NR_033789	
16722562	0.545566	4.85e-02	-2.07148397	-4.00818	-1.19		ENST00000356524
17103024	0.545566	4.85e-02	-2.07147436	-4.0082	-2.13e-01	NM_003334	
16960647	0.545566	4.85e-02	-2.07136891	-4.00838	-2.07e-01		ENST00000496811
16762661	0.545566	4.85e-02	-2.0713021	-4.00849	-2.30e-01		ENST00000535992
17081215	0.545566	4.85e-02	-2.07129348	-4.00851	-2.43e-01	NR_002765	
17006019	0.545566	4.85e-02	2.07128055	-4.00853	2.54e-01	NM_001005216	
16658184	0.545566	4.85e-02	-2.07111853	-4.0088	-1.81e-01	NM_182752	
17127419	0.545566	4.85e-02	2.07107802	-4.00887	1.84e-01		--control->affx->ercc-spike
17077991	0.545566	4.85e-02	2.0710706	-4.00888	2.89e-01		ENST00000526901
16708260	0.545851	4.86e-02	-2.07057149	-4.00973	-3.35e-01	AK023036	
16786264	0.545851	4.86e-02	2.07052495	-4.0098	2.79e-01		ENST00000326303
16770284	0.545851	4.86e-02	2.07048334	-4.00987	2.77e-01	NM_001193531	
17055777	0.545851	4.86e-02	2.07038345	-4.01004	3.10e-01	BC039682	
16743566	0.545851	4.86e-02	2.07027541	-4.01023	1.47e-01		TCONS_00019738-XLOC_009531
16971637	0.545851	4.86e-02	2.07016572	-4.01041	1.61e-01		ENST00000505051
17125188	0.545851	4.86e-02	2.07011173	-4.0105	1.81e-01		--rescue
16844967	0.545877	4.87e-02	2.0697983	-4.01103	1.63e-01	NM_003315	
16961784	0.545877	4.87e-02	-2.06969444	-4.01121	-2.41e-01		TCONS_00005477-XLOC_003337
16678611	0.545877	4.87e-02	2.0694372	-4.01164	1.57e-01	NM_007357	
16681845	0.545877	4.87e-02	2.06924833	-4.01196	2.55e-01	NM_001146344	
16730706	0.545877	4.87e-02	2.06919303	-4.01206	1.67e-01	NR_046356	
17054732	0.545877	4.87e-02	-2.06913149	-4.01216	-2.33e-01	NM_020144	
16917985	0.545877	4.87e-02	2.06911525	-4.01219	1.69e-01		TCONS_00028347-XLOC_013696
16798349	0.545877	4.87e-02	-2.06906015	-4.01228	-4.22e-01	NR_003342	
16653055	0.545877	4.88e-02	2.06867029	-4.01294	5.85e-01		--normgene->intron
16879968	0.545877	4.88e-02	-2.06852576	-4.01318	-2.01e-01	NM_001135629	
17062625	0.545877	4.88e-02	-2.06842594	-4.01335	-2.44e-01		ENST00000249363
16663396	0.545877	4.88e-02	2.06803007	-4.01402	2.74e-01		ENST00000384526
16749446	0.545877	4.88e-02	-2.06799982	-4.01407	-2.10e-01		ENST00000416383
16876337	0.545877	4.88e-02	-2.06797756	-4.01411	-2.58e-01		chrU(-):54448-418731
16978387	0.545877	4.89e-02	-2.06790826	-4.01423	-2.30e-01	NM_000944	
16823860	0.545877	4.89e-02	2.06784994	-4.01432	2.60e-01	NM_014015	
17115636	0.545877	4.89e-02	-2.06768033	-4.01461	-1.88e-01		ENST00000393562
17046335	0.545877	4.89e-02	-2.06752334	-4.01488	-2.15e-01		ENST00000459600
16771434	0.545877	4.89e-02	-2.06746948	-4.01497	-1.24		--normgene->exon
17082604	0.545877	4.89e-02	-2.06745484	-4.01499	-2.47e-01	NM_013291	
16887289	0.545877	4.89e-02	-2.06727999	-4.01529	-1.42e-01		ENST00000260970
16833535	0.545877	4.89e-02	2.06719896	-4.01542	2.47e-01		ENST00000300618
16652967	0.545877	4.89e-02	-2.06701247	-4.01574	-3.81e-01		--normgene->intron
17025264	0.545877	4.90e-02	2.06660192	-4.01643	5.35e-01		TCONS_00011605-XLOC_005901
16858195	0.545877	4.90e-02	2.06649667	-4.01661	2.37e-01	NM_032885	
16712244	0.545877	4.90e-02	-2.06647265	-4.01665	-1.79e-01	NM_004412	
16676157	0.545877	4.90e-02	-2.06616575	-4.01717	-2.68e-01		TCONS_00001247-XLOC_000529
17078271	0.545877	4.90e-02	2.06599544	-4.01745	2.78e-01		ENST00000352983
17017979	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01	NM_000593	
17027144	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01		ENST00000440894
17029788	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01		ENST00000440894
17032476	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01		ENST00000440894
17034791	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01		ENST00000440894
17037271	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01		ENST00000440894
17039977	0.545877	4.91e-02	-2.0658973	-4.01762	-2.37e-01		ENST00000440894
17001543	0.545877	4.91e-02	2.06588723	-4.01764	1.75e-01		ENST00000458810
16997058	0.545877	4.91e-02	-2.0657316	-4.0179	-2.58e-01		ENST00000518473
16875683	0.545877	4.91e-02	2.06568724	-4.01797	2.28e-01	NM_014931	
16772017	0.545877	4.91e-02	-2.06562446	-4.01808	-3.05e-01		TCONS_00020961-XLOC_010228
17123922	0.545877	4.91e-02	-2.06558298	-4.01815	-2.71e-01		--rescue
17061136	0.545877	4.91e-02	-2.06555378	-4.0182	-2.70e-01		ENST00000541884
16832255	0.545877	4.91e-02	2.06549948	-4.01829	3.08e-01	NM_015510	
16669251	0.545877	4.91e-02	2.06542182	-4.01842	1.57e-01		TCONS_00000283-XLOC_000364
17050576	0.545877	4.91e-02	2.06525294	-4.01871	3.60e-01		ENST00000516863
16652553	0.545877	4.91e-02	-2.06522659	-4.01875	-5.87e-01		--normgene->intron
16841587	0.545877	4.91e-02	2.0651207	-4.01893	1.80e-01	NM_031898	
16718313	0.545877	4.92e-02	2.06490608	-4.01929	1.89e-01		ENST00000410504
16782609	0.545877	4.92e-02	2.06489443	-4.01931	2.95e-01	NM_203402	
16763002	0.545877	4.92e-02	2.06480259	-4.01947	2.72e-01		chr12(-):32026186-32040159
17086365	0.545877	4.92e-02	-2.06476768	-4.01953	-2.28e-01		TCONS_00016029-XLOC_007426
16948278	0.545877	4.92e-02	-2.06471107	-4.01962	-1.85e-01	NM_178042	
17014334	0.545877	4.92e-02	2.06466861	-4.01969	1.86e-01	NM_173516	
16656703	0.545877	4.92e-02	-2.06465974	-4.01971	-4.90e-01		--normgene->intron
16997389	0.545877	4.92e-02	2.06457836	-4.01985	1.22e-01		ENST00000507514
16745917	0.545877	4.92e-02	-2.06447796	-4.02001	-2.94e-01		ENST00000532866
16753064	0.545877	4.92e-02	-2.0644632	-4.02004	-2.84e-01	NM_001111270	
16849526	0.545949	4.93e-02	2.06394891	-4.02091	2.02e-01		ENST00000516582
17080614	0.545949	4.93e-02	2.06383009	-4.02111	1.75e-01	NM_014078	
16919697	0.545949	4.93e-02	2.06376991	-4.02121	2.81e-01	NM_080749	
17108492	0.545949	4.93e-02	2.06371395	-4.0213	3.08e-01	NM_139250	
17115659	0.545949	4.93e-02	2.06371395	-4.0213	3.08e-01	NM_139250	
16825055	0.545949	4.93e-02	-2.06327136	-4.02205	-3.92e-01		ENST00000517029
16803103	0.545949	4.94e-02	2.06290869	-4.02266	1.96e-01		ENST00000352410
16886802	0.545949	4.94e-02	2.06279754	-4.02285	2.64e-01		TCONS_l2_00015526-XLOC_l2_007610
16967238	0.545949	4.94e-02	2.06261346	-4.02316	1.80e-01		ENST00000365299
17064459	0.545949	4.94e-02	-2.06254695	-4.02327	-1.72e-01	NM_005692	
17018627	0.545949	4.94e-02	2.06252847	-4.0233	1.41e-01	NM_152990	
16923802	0.545949	4.94e-02	-2.06248079	-4.02338	-1.94e-01		TCONS_00028862-XLOC_013985
17073824	0.545949	4.94e-02	-2.06245389	-4.02343	-3.37e-01	AK298596	
16798406	0.545949	4.94e-02	-2.06238556	-4.02354	-4.64e-01	NR_003346	
16803533	0.545949	4.94e-02	-2.06236018	-4.02359	-2.29e-01	NM_001013619	
16818165	0.545949	4.94e-02	2.06221692	-4.02383	2.25e-01		ENST00000219794
17028313	0.545949	4.94e-02	-2.06218683	-4.02388	-3.64e-01		ENST00000383127
16673652	0.545949	4.95e-02	-2.06194889	-4.02428	-3.49e-01	AK130711	
16773592	0.545949	4.95e-02	-2.06164361	-4.02479	-2.51e-01	AK309862	
16866748	0.545949	4.95e-02	2.06155634	-4.02494	3.25e-01		ENST00000517124
16655951	0.545949	4.95e-02	-2.06151835	-4.025	-4.74e-01		--normgene->intron
16946689	0.545949	4.95e-02	2.06151106	-4.02502	3.34e-01		ENST00000408530
17026523	0.545949	4.95e-02	2.06143543	-4.02514	1.44e-01		ENST00000430148
17007838	0.545949	4.95e-02	2.06137982	-4.02524	5.71e-01		--normgene->exon
17010584	0.545949	4.95e-02	2.06134917	-4.02529	2.20e-01	NM_183050	
16987377	0.545949	4.96e-02	-2.06103467	-4.02582	-2.80e-01		ENST00000380007
16651733	0.545949	4.96e-02	-2.0610314	-4.02582	-4.80e-01		--normgene->intron
16909300	0.545949	4.96e-02	2.06094147	-4.02598	2.00e-01		TCONS_00003506-XLOC_002509
16788388	0.545949	4.96e-02	-2.06087515	-4.02609	-1.21		--normgene->exon
16650941	0.545949	4.96e-02	-2.06081654	-4.02619	-5.39e-01		--normgene->intron
16947744	0.545949	4.96e-02	2.06059209	-4.02657	3.46e-01	NR_033843	
16757347	0.545949	4.96e-02	-2.06050665	-4.02671	-3.18e-01	NM_006187	
16756568	0.545949	4.96e-02	2.06031234	-4.02704	1.70e-01		TCONS_00020560-XLOC_009876
16843627	0.545949	4.96e-02	-2.06030519	-4.02705	-2.46e-01		ENST00000492788
17122922	0.545949	4.96e-02	-2.06022946	-4.02718	-1.93e-01		--rescue
16865018	0.545949	4.96e-02	2.06019914	-4.02723	2.61e-01	NR_031568	
17119728	0.545949	4.96e-02	-2.06013344	-4.02734	-1.82e-01		--rescue
16894839	0.545949	4.96e-02	-2.0601301	-4.02734	-2.20e-01	NM_001008237	
17124098	0.545949	4.96e-02	2.06011666	-4.02737	2.64e-01		--rescue
16902879	0.545949	4.97e-02	2.06010631	-4.02738	2.04e-01		ENST00000427024
16875848	0.545949	4.97e-02	2.05994348	-4.02766	3.50e-01	NM_001002836	
16709537	0.545949	4.97e-02	2.05989051	-4.02775	2.31e-01	NM_139169	
17100833	0.545949	4.97e-02	-2.05987628	-4.02777	-2.66e-01		chrUn(+):129789-134090
17048380	0.545949	4.97e-02	2.05976767	-4.02795	2.26e-01	NR_026902	
16764817	0.545949	4.97e-02	-2.05966456	-4.02813	-4.09e-01	NM_002281	
16825154	0.545949	4.97e-02	-2.05962789	-4.02819	-2.42e-01	NM_001006634	
17080071	0.545949	4.97e-02	2.05959668	-4.02824	1.57e-01		ENST00000518591
16803197	0.545949	4.97e-02	-2.0595653	-4.02829	-2.07e-01	NM_024608	
17029257	0.545949	4.97e-02	2.05952487	-4.02836	2.41e-01		ENST00000550450
17000098	0.546117	4.97e-02	2.05927749	-4.02878	1.96e-01		ENST00000384728
16843985	0.546325	4.98e-02	-2.05891424	-4.02939	-4.17e-01		ENST00000363245
16862186	0.546325	4.98e-02	2.05879145	-4.0296	2.17e-01		ENST00000384198
16683917	0.546325	4.98e-02	2.05866199	-4.02982	2.21e-01	XM_001722136	
16652015	0.546325	4.98e-02	-2.05852247	-4.03005	-4.18e-01		--normgene->intron
16652679	0.546325	4.98e-02	-2.05852247	-4.03005	-4.18e-01		--normgene->intron
16789484	0.546325	4.98e-02	2.05849963	-4.03009	6.71e-01		ENST00000330877
16674767	0.546377	4.98e-02	-2.0583109	-4.03041	-1.83e-01	NR_033302	
16795073	0.546377	4.98e-02	-2.05820089	-4.03059	-2.48e-01		ENST00000364514
16804778	0.546377	4.99e-02	2.05810892	-4.03075	1.45e-01	NR_028052	
17117851	0.546377	4.99e-02	2.05796708	-4.03099	2.86e-01	AK092217	
17117613	0.546377	4.99e-02	-2.05795944	-4.031	-3.40e-01	BC039715	
17100731	0.546475	4.99e-02	-2.05772845	-4.03139	-1.62e-01		chrUn(-):21807-48108
16974358	0.546475	4.99e-02	-2.05765203	-4.03152	-1.95e-01		TCONS_00007716-XLOC_003882
16987883	0.546475	4.99e-02	2.05749519	-4.03178	1.57e-01	NM_138773	
17119458	0.546475	4.99e-02	-2.05743493	-4.03188	-1.68e-01		--rescue
16705287	0.546475	4.99e-02	-2.05737809	-4.03198	-1.91e-01		TCONS_00017835-XLOC_008501
17065665	0.54648	4.99e-02	2.05727532	-4.03215	1.94e-01	NM_001197020	
16994140	0.546583	5.00e-02	2.05708525	-4.03247	1.31e-01		TCONS_00009593-XLOC_004719
16710605	0.546731	5.00e-02	2.05678937	-4.03297	1.72e-01		TCONS_00018385-XLOC_008665
16850682	0.546731	5.00e-02	2.05675691	-4.03302	1.98e-01	NR_015389	
17118152	0.546758	5.00e-02	2.05650437	-4.03345	3.20e-01	AY358807	
16720496	0.546758	5.01e-02	-2.05622273	-4.03392	-2.36e-01		chr11(+):1013332-1016277
16881900	0.546758	5.01e-02	-2.05618909	-4.03398	-3.24e-01		ENST00000408711
16708778	0.546758	5.01e-02	2.05616322	-4.03402	3.63e-01		ENST00000364210
17005034	0.546758	5.01e-02	2.05606789	-4.03418	1.60e-01		TCONS_00011704-XLOC_005183
16867948	0.546758	5.01e-02	-2.05588227	-4.03449	-1.90e-01	NM_020196	
